"naam"	"naam_clean"
"Enterococcus cecorum"	"Enterococcus cecorum"
"Enterococcus columbae"	"Enterococcus columbae"
"Enterococcus devriesei"	"Enterococcus devriesei"
"Enterococcus dispar"	"Enterococcus dispar"
"Enterococcus durans"	"Enterococcus durans"
"Enterococcus faecalis"	"Enterococcus faecalis"
"Enterococcus faecium"	"Enterococcus faecium"
"Enterococcus gallinarum"	"Enterococcus gallinarum"
"Enterococcus gilvus"	"Enterococcus gilvus"
"Enterococcus haemoperoxidus"	"Enterococcus haemoperoxidus"
"Enterococcus hermanniensis"	"Enterococcus hermanniensis"
"Enterococcus hirae"	"Enterococcus hirae"
"Enterococcus italicus"	"Enterococcus italicus"
"Enterococcus malodoratus"	"Enterococcus malodoratus"
"Enterococcus moraviensis"	"Enterococcus moraviensis"
"Enterococcus mundtii"	"Enterococcus mundtii"
"Enterococcus pallens"	"Enterococcus pallens"
"Enterococcus phoeniculicola"	"Enterococcus phoeniculicola"
"Enterococcus pseudoavium"	"Enterococcus pseudoavium"
"Enterococcus raffinosus"	"Enterococcus raffinosus"
"Enterococcus ratti"	"Enterococcus ratti"
"Enterococcus saccharolyticus"	"Enterococcus saccharolyticus"
"Enterococcus silesiacus"	"Enterococcus silesiacus"
"Enterococcus sulfureus"	"Enterococcus sulfureus"
"Enterococcus termitis"	"Enterococcus termitis"
"Enterococcus thailandicus"	"Enterococcus thailandicus"
"Enterococcus villorum"	"Enterococcus villorum"
"Epicoccum nigrum"	"Epicoccum nigrum"
"Epicoccum sorghinum"	"Epicoccum sorghinum"
"Epicoccum species"	"Epicoccum species"
"Epidermophyton floccosum"	"Epidermophyton floccosum"
"Erwinia amylovora"	"Erwinia amylovora"
"Erwinia billingiae"	"Erwinia billingiae"
"Erwinia mallotivora"	"Erwinia mallotivora"
"Erwinia papayae"	"Erwinia papayae"
"Erwinia persicina"	"Erwinia persicina"
"Erwinia psidii"	"Erwinia psidii"
"Erwinia pyrifoliae"	"Erwinia pyrifoliae"
"Erwinia rhapontici"	"Erwinia rhapontici"
"Erwinia sp"	"Erwinia sp"
"Erwinia tasmaniensis"	"Erwinia tasmaniensis"
"Erwinia tracheiphila"	"Erwinia tracheiphila"
"Erysipelothrix inopinata"	"Erysipelothrix inopinata"
"Erysipelothrix rhusiopathiae"	"Erysipelothrix rhusiopathiae"
"Erysipelothrix tonsillarum"	"Erysipelothrix tonsillarum"
"Erysipelotrichaceae 19_512319_1"	"Erysipelotrichaceae"
"Escherichia albertii"	"Escherichia albertii"
"Escherichia coli"	"Escherichia coli"
"Escherichia fergusonii"	"Escherichia fergusonii"
"Escherichia hermannii"	"Escherichia hermannii"
"Escherichia marmotae"	"Escherichia marmotae"
"Escherichia_marmotae_16-547654.1_UMCU"	"Escherichia marmotae"
"Eubacterium brachy"	"Eubacterium brachy"
"Eubacterium callanderi"	"Eubacterium callanderi"
"Eubacterium limosum"	"Eubacterium limosum"
"Eubacterium sp[2]"	"Eubacterium sp"
"Eubacterium tenue"	"Eubacterium tenue"
"Eubacterium yurii"	"Eubacterium yurii"
"Eurotium amstelodami"	"Eurotium amstelodami"
"Eutypella scoparia"	"Eutypella scoparia"
"Eutypella vitis"	"Eutypella vitis"
"Ewingella americana"	"Ewingella americana"
"Exiguobacterium acetylicum"	"Exiguobacterium acetylicum"
"Exiguobacterium aurantiacum"	"Exiguobacterium aurantiacum"
"Exiguobacterium sp[2]"	"Exiguobacterium sp"
"Exiguobacterium sp[3]"	"Exiguobacterium sp"
"Exiguobacterium sp[4]"	"Exiguobacterium sp"
"Exophiala dermatitidis"	"Exophiala dermatitidis"
"Exophiala jeanselmei"	"Exophiala jeanselmei"
"Exophiala phaeomuriformis"	"Exophiala phaeomuriformis"
"Exophiala pisciphila"	"Exophiala pisciphila"
"Exophiala species"	"Exophiala species"
"Exserohilum rostratum"	"Exserohilum rostratum"
"Facklamia hominis"	"Facklamia hominis"
"Facklamia languida"	"Facklamia languida"
"Faecalicoccus pleomorphus"	"Faecalicoccus pleomorphus"
"Falsibacillus pallidus"	"Falsibacillus pallidus"
"Fannyhessea vaginae"	"Fannyhessea vaginae"
"Fastidiosipila sanguinis"	"Fastidiosipila sanguinis"
"Fenollaria massiliensis"	"Fenollaria massiliensis"
"Fictibacillus arsenicus"	"Fictibacillus arsenicus"
"Fictibacillus barbaricus"	"Fictibacillus barbaricus"
"Fictibacillus macauensis"	"Fictibacillus macauensis"
"Filifactor alocis"	"Filifactor alocis"
"Filifactor villosus"	"Filifactor villosus"
"Filobasidium capsuligenum"	"Filobasidium capsuligenum"
"Filobasidium uniguttulatum"	"Filobasidium uniguttulatum"
"Finegoldia magna"	"Finegoldia magna"
"Flavobacterium akiainvivens"	"Flavobacterium akiainvivens"
"Flavobacterium algicola"	"Flavobacterium algicola"
"Flavobacterium anhuiense"	"Flavobacterium anhuiense"
"Flavobacterium antarcticum"	"Flavobacterium antarcticum"
"Flavobacterium aquatile"	"Flavobacterium aquatile"
"Flavobacterium aquidurense"	"Flavobacterium aquidurense"
"Flavobacterium araucananum"	"Flavobacterium araucananum"
"Flavobacterium banpakuense"	"Flavobacterium banpakuense"
"Flavobacterium branchiophilum"	"Flavobacterium branchiophilum"
"Flavobacterium cauense"	"Flavobacterium cauense"
"Flavobacterium ceti"	"Flavobacterium ceti"
"Flavobacterium cheniae"	"Flavobacterium cheniae"
"Flavobacterium chungangense"	"Flavobacterium chungangense"
"Flavobacterium columnare"	"Flavobacterium columnare"
"Flavobacterium cutihirudinis"	"Flavobacterium cutihirudinis"
"Flavobacterium daejeonense"	"Flavobacterium daejeonense"
"Flavobacterium defluvii"	"Flavobacterium defluvii"
"Flavobacterium degerlachei"	"Flavobacterium degerlachei"
"Flavobacterium dongtanense"	"Flavobacterium dongtanense"
"Flavobacterium filum"	"Flavobacterium filum"
"Flavobacterium flevense"	"Flavobacterium flevense"
"Flavobacterium frigidarium"	"Flavobacterium frigidarium"
"Flavobacterium frigidimaris"	"Flavobacterium frigidimaris"
"Flavobacterium frigoris"	"Flavobacterium frigoris"
"Flavobacterium fryxellicola"	"Flavobacterium fryxellicola"
"Flavobacterium gelidilacus"	"Flavobacterium gelidilacus"
"Flavobacterium glaciei"	"Flavobacterium glaciei"
"Flavobacterium glycines"	"Flavobacterium glycines"
"Flavobacterium gossypii"	"Flavobacterium gossypii"
"Flavobacterium granuli"	"Flavobacterium granuli"
"Flavobacterium haoranii"	"Flavobacterium haoranii"
"Flavobacterium hercynium"	"Flavobacterium hercynium"
"Flavobacterium hibernum"	"Flavobacterium hibernum"
"Flavobacterium hydatis"	"Flavobacterium hydatis"
"Flavobacterium indicum"	"Flavobacterium indicum"
"Flavobacterium johnsoniae"	"Flavobacterium johnsoniae"
"Flavobacterium limicola"	"Flavobacterium limicola"
"Flavobacterium lindanitolerans"	"Flavobacterium lindanitolerans"
"Flavobacterium micromati"	"Flavobacterium micromati"
"Flavobacterium nitrogenifigens"	"Flavobacterium nitrogenifigens"
"Flavobacterium omnivorum"	"Flavobacterium omnivorum"
"Flavobacterium oncorhynchi"	"Flavobacterium oncorhynchi"
"Flavobacterium pectinovorum"	"Flavobacterium pectinovorum"
"Flavobacterium piscis"	"Flavobacterium piscis"
"Flavobacterium plurextorum"	"Flavobacterium plurextorum"
"Flavobacterium psychrolimnae"	"Flavobacterium psychrolimnae"
"Flavobacterium psychrophilum"	"Flavobacterium psychrophilum"
"Flavobacterium reichenbachii"	"Flavobacterium reichenbachii"
"Flavobacterium resistens"	"Flavobacterium resistens"
"Flavobacterium rivuli"	"Flavobacterium rivuli"
"Flavobacterium saccharophilum"	"Flavobacterium saccharophilum"
"Flavobacterium saliperosum"	"Flavobacterium saliperosum"
"Flavobacterium sasangense"	"Flavobacterium sasangense"
"Flavobacterium segetis"	"Flavobacterium segetis"
"Flavobacterium sinopsychrotolerans"	"Flavobacterium sinopsychrotolerans"
"Flavobacterium soli"	"Flavobacterium soli"
"Flavobacterium subsaxonicum"	"Flavobacterium subsaxonicum"
"Flavobacterium suncheonense"	"Flavobacterium suncheonense"
"Flavobacterium tegetincola"	"Flavobacterium tegetincola"
"Flavobacterium terrigena"	"Flavobacterium terrigena"
"Flavobacterium tiangeerense"	"Flavobacterium tiangeerense"
"Flavobacterium urocaniciphilum"	"Flavobacterium urocaniciphilum"
"Flavobacterium weaverense"	"Flavobacterium weaverense"
"Flavobacterium xinjiangense"	"Flavobacterium xinjiangense"
"Flavonifractor plautii"	"Flavonifractor plautii"
"Fluoribacter bozemanae"	"Fluoribacter bozemanae"
"Fluoribacter dumoffii"	"Fluoribacter dumoffii"
"Fluoribacter gormanii"	"Fluoribacter gormanii"
"Fonsecaea pedrosoi"	"Fonsecaea pedrosoi"
"Francisella philomiragia"	"Francisella philomiragia"
"Francisella tularensis"	"Francisella tularensis"
"Franconibacter helveticus"	"Franconibacter helveticus"
"Franconibacter pulveris"	"Franconibacter pulveris"
"Frederiksenia canicola"	"Frederiksenia canicola"
"Frigoribacterium spp."	"Frigoribacterium sp"
"Fusarium avenaceum"	"Fusarium avenaceum"
"Fusarium cerealis_culmorum_group"	"Fusarium cerealis_culmorum_group"
"Fusarium chlamydosporum"	"Fusarium chlamydosporum"
"Fusarium delphinoides"	"Fusarium delphinoides"
"Fusarium dimerum"	"Fusarium dimerum"
"Fusarium equiseti"	"Fusarium equiseti"
"Fusarium graminearum"	"Fusarium graminearum"
"Fusarium incarnatum"	"Fusarium incarnatum"
"Fusarium incarnatum-equiseti"	"Fusarium incarnatum-equiseti"
"Fusarium oxysporum"	"Fusarium oxysporum"
"Fusarium petroliphilum"	"Fusarium petroliphilum"
"Fusarium poae"	"Fusarium poae"
"Fusarium proliferatum"	"Fusarium proliferatum"
"Fusarium solani"	"Fusarium solani"
"Fusarium sp"	"Fusarium sp"
"Fusarium sporotrichiodes"	"Fusarium sporotrichiodes"
"Fusarium sporotrichioides"	"Fusarium sporotrichioides"
"Fusarium verticillioides"	"Fusarium verticillioides"
"Fusicolla aquaeductuum"	"Fusicolla aquaeductuum"
"Fusobacterium canifelinum"	"Fusobacterium canifelinum"
"Fusobacterium equinum"	"Fusobacterium equinum"
"Fusobacterium gonidiaformans"	"Fusobacterium gonidiaformans"
"Fusobacterium mortiferum"	"Fusobacterium mortiferum"
"Fusobacterium naviforme"	"Fusobacterium naviforme"
"Fusobacterium necrophorum"	"Fusobacterium necrophorum"
"Fusobacterium nucleatum"	"Fusobacterium nucleatum"
"Fusobacterium periodonticum"	"Fusobacterium periodonticum"
"Fusobacterium sp"	"Fusobacterium sp"
"Fusobacterium sp[2]"	"Fusobacterium sp"
"Fusobacterium ulcerans"	"Fusobacterium ulcerans"
"Fusobacterium varium"	"Fusobacterium varium"
"Gabonibacter massiliensis"	"Gabonibacter massiliensis"
"Gallibacterium anatis"	"Gallibacterium anatis"
"Gardnerella vaginalis"	"Gardnerella vaginalis"
"Gemella bergeri"	"Gemella bergeri"
"Gemella cuniculi"	"Gemella cuniculi"
"Gemella haemolysans"	"Gemella haemolysans"
"Gemella morbillorum"	"Gemella morbillorum"
"Gemella sanguinis"	"Gemella sanguinis"
"Geobacillus kaustophilus"	"Geobacillus kaustophilus"
"Geobacillus stearothermophilus"	"Geobacillus stearothermophilus"
"Geobacillus thermodenitrificans"	"Geobacillus thermodenitrificans"
"Geobacillus thermoglucosidasius"	"Geobacillus thermoglucosidasius"
"Georgenia daeguensis"	"Georgenia daeguensis"
"Geosmithia argillacea"	"Geosmithia argillacea"
"Geotrichum candidum"	"Geotrichum candidum"
"Geotrichum capitatum"	"Geotrichum capitatum"
"Geotrichum silvicola"	"Geotrichum silvicola"
"Geotrichum sp"	"Geotrichum sp"
"Geotrichum_candidum[ana] (Galactomyces_geotrichum[teleo])"	"Geotrichum_candidum[ana] (Galactomyces_geotrichum[teleo])"
"Globicatella sanguinis"	"Globicatella sanguinis"
"Globicatella sulfidifaciens"	"Globicatella sulfidifaciens"
"Gluconacetobacter liquefaciens"	"Gluconacetobacter liquefaciens"
"Gluconobacter cerinus"	"Gluconobacter cerinus"
"Gluconobacter oxydans"	"Gluconobacter oxydans"
"Glutamicibacter ardleyensis"	"Glutamicibacter ardleyensis"
"Glutamicibacter arilaitensis"	"Glutamicibacter arilaitensis"
"Glutamicibacter bergerei"	"Glutamicibacter bergerei"
"Glutamicibacter creatinolyticus"	"Glutamicibacter creatinolyticus"
"Glutamicibacter mysorens"	"Glutamicibacter mysorens"
"Glutamicibacter nicotianae"	"Glutamicibacter nicotianae"
"Glutamicibacter protophormiae"	"Glutamicibacter protophormiae"
"Glutamicibacter uratoxydans"	"Glutamicibacter uratoxydans"
"Gordonia aichiensis"	"Gordonia aichiensis"
"Gordonia alkanivorans"	"Gordonia alkanivorans"
"Gordonia australis"	"Gordonia australis"
"Gordonia bronchialis"	"Gordonia bronchialis"
"Gordonia hongkongensis"	"Gordonia hongkongensis"
"Gordonia rubripertincta"	"Gordonia rubripertincta"
"Gordonia sputi"	"Gordonia sputi"
"Gordonia terrae"	"Gordonia terrae"
"Gorillibacterium massiliense"	"Gorillibacterium massiliense"
"Gracilibacillus dipsosauri"	"Gracilibacillus dipsosauri"
"Granulicatella adiacens"	"Granulicatella adiacens"
"Granulicatella balaenopterae"	"Granulicatella balaenopterae"
"Granulicatella elegans"	"Granulicatella elegans"
"Graphium penicillioides"	"Graphium penicillioides"
"Grimontia hollisae"	"Grimontia hollisae"
"Guehomyces pullulans"	"Guehomyces pullulans"
"Gulosibacter sp."	"Gulosibacter sp."
"H.E. Faecium"	"H.E. Faecium"
"Haematobacter sp[2]"	"Haematobacter sp"
"Haemophilus ducreyi"	"Haemophilus ducreyi"
"Haemophilus haemoglobinophilus"	"Haemophilus haemoglobinophilus"
"Haemophilus haemolyticus"	"Haemophilus haemolyticus"
"Haemophilus influenzae"	"Haemophilus influenzae"
"Haemophilus parahaemolyticus"	"Haemophilus parahaemolyticus"
"Haemophilus parainfluenzae"	"Haemophilus parainfluenzae"
"Haemophilus paraphrohaemolyticus"	"Haemophilus paraphrohaemolyticus"
"Haemophilus parasuis"	"Haemophilus parasuis"
"Haemophilus pittmaniae"	"Haemophilus pittmaniae"
"Haemophilus sputorum"	"Haemophilus sputorum"
"Hafnia alvei"	"Hafnia alvei"
"Haloarcula vallismortis"	"Haloarcula vallismortis"
"Halobacillus karajensis"	"Halobacillus karajensis"
"Halobacterium salinarum"	"Halobacterium salinarum"
"Halobacterium sp"	"Halobacterium sp"
"Halococcus morrhuae"	"Halococcus morrhuae"
"Halomonas aquamarina"	"Halomonas aquamarina"
"Halomonas cupida"	"Halomonas cupida"
"Halomonas elongata"	"Halomonas elongata"
"Halomonas halmophila"	"Halomonas halmophila"
"Halomonas halodenitrificans"	"Halomonas halodenitrificans"
"Halomonas pacifica"	"Halomonas pacifica"
"Halomonas venusta"	"Halomonas venusta"
"Halotalea alkalilenta"	"Halotalea alkalilenta"
"Hamigera avellanea"	"Hamigera avellanea"
"Hamigera species"	"Hamigera species"
"Hannaella luteola"	"Hannaella luteola"
"Hanseniaspora lachancei"	"Hanseniaspora lachancei"
"Hanseniaspora occidentalis"	"Hanseniaspora occidentalis"
"Hanseniaspora opuntiae"	"Hanseniaspora opuntiae"
"Hanseniaspora uvarum"	"Hanseniaspora uvarum"
"Hanseniaspora valbyensis"	"Hanseniaspora valbyensis"
"Hanseniaspora vineae"	"Hanseniaspora vineae"
"Hathewaya histolytica"	"Hathewaya histolytica"
"Hathewaya limosa"	"Hathewaya limosa"
"Helcobacillus massiliensis"	"Helcobacillus massiliensis"
"Helcococcus kunzii"	"Helcococcus kunzii"
"Helcococcus ovis"	"Helcococcus ovis"
"Helcococcus sueciensis"	"Helcococcus sueciensis"
"Helicobacter canadensis"	"Helicobacter canadensis"
"Helicobacter canis"	"Helicobacter canis"
"Helicobacter cholecystus"	"Helicobacter cholecystus"
"Helicobacter cinaedi"	"Helicobacter cinaedi"
"Helicobacter fennelliae"	"Helicobacter fennelliae"
"Helicobacter mustelae"	"Helicobacter mustelae"
"Helicobacter pullorum"	"Helicobacter pullorum"
"Helicobacter pylori"	"Helicobacter pylori"
"Herbaspirillum aquaticum"	"Herbaspirillum aquaticum"
"Herbaspirillum autotrophicum"	"Herbaspirillum autotrophicum"
"Herbaspirillum chlorophenolicum"	"Herbaspirillum chlorophenolicum"
"Herbaspirillum frisingense"	"Herbaspirillum frisingense"
"Herbaspirillum hiltneri"	"Herbaspirillum hiltneri"
"Herbaspirillum huttiense"	"Herbaspirillum huttiense"
"Herbaspirillum lusitanum"	"Herbaspirillum lusitanum"
"Herbaspirillum rhizosphaerae"	"Herbaspirillum rhizosphaerae"
"Herbaspirillum rubrisubalbicans"	"Herbaspirillum rubrisubalbicans"
"Herbaspirillum seropedicae"	"Herbaspirillum seropedicae"
"Herbaspirillum sp"	"Herbaspirillum sp"
"Herbaspirillum spp"	"Herbaspirillum sp"
"Herminiimonas arsenicoxydans"	"Herminiimonas arsenicoxydans"
"Herminiimonas fonticola"	"Herminiimonas fonticola"
"Histophilus somni"	"Histophilus somni"
"Histoplasma capsulatum"	"Histoplasma capsulatum"
"Hungatella effluvii"	"Hungatella effluvii"
"Hungatella hathewayi"	"Hungatella hathewayi"
"Hyaline septate"	"Hyaline septate"
"Hydrogenibacillus schlegelii"	"Hydrogenibacillus schlegelii"
"Hydrogenophaga flava"	"Hydrogenophaga flava"
"Hydrogenophaga intermedia"	"Hydrogenophaga intermedia"
"Hydrogenophaga pseudoflava"	"Hydrogenophaga pseudoflava"
"Hyphomicrobium sp"	"Hyphomicrobium sp"
"Hyphopichia burtonii"	"Hyphopichia burtonii"
"Hypocrea species"	"Hypocrea species"
"Ideonella dechloratans"	"Ideonella dechloratans"
"Ignatzschineria indica"	"Ignatzschineria indica"
"Ignavigranum ruoffiae"	"Ignavigranum ruoffiae"
"Inediibacterium massiliense"	"Inediibacterium massiliense"
"Inquilinus limosus"	"Inquilinus limosus"
"Inquilinus sp."	"Inquilinus sp."
"Intestinibacter bartlettii"	"Intestinibacter bartlettii"
"Intestinimonas butyriciproducens"	"Intestinimonas butyriciproducens"
"Iodobacter fluviatilis"	"Iodobacter fluviatilis"
"Irpex species"	"Irpex species"
"Isoptericola variabilis"	"Isoptericola variabilis"
"Issatchenkia terricola"	"Issatchenkia terricola"
"Janibacter hoylei"	"Janibacter hoylei"
"Janibacter indicus"	"Janibacter indicus"
"Janibacter limosus"	"Janibacter limosus"
"Janibacter melonis"	"Janibacter melonis"
"Janibacter species"	"Janibacter species"
"Janthinobacterium lividum"	"Janthinobacterium lividum"
"Jeotgalibacillus marinus"	"Jeotgalibacillus marinus"
"Jeotgalicoccus halotolerans"	"Jeotgalicoccus halotolerans"
"Jeotgalicoccus schoeneichii"	"Jeotgalicoccus schoeneichii"
"Jonesia denitrificans"	"Jonesia denitrificans"
"Kandleria vitulina"	"Kandleria vitulina"
"Kazachstania africana"	"Kazachstania africana"
"Kazachstania bovina"	"Kazachstania bovina"
"Kazachstania exigua"	"Kazachstania exigua"
"Kazachstania humilis"	"Kazachstania humilis"
"Kazachstania kunashirensis"	"Kazachstania kunashirensis"
"Kazachstania lodderae"	"Kazachstania lodderae"
"Kazachstania pintolopesii"	"Kazachstania pintolopesii"
"Kazachstania servazzii"	"Kazachstania servazzii"
"Kazachstania sinensis"	"Kazachstania sinensis"
"Kazachstania slooffiae"	"Kazachstania slooffiae"
"Kazachstania spencerorum"	"Kazachstania spencerorum"
"Kazachstania telluris"	"Kazachstania telluris"
"Kazachstania telluris_group"	"Kazachstania telluris_group"
"Kazachstania transvaalensis"	"Kazachstania transvaalensis"
"Kazachstania unispora"	"Kazachstania unispora"
"Kerstersia gyiorum"	"Kerstersia gyiorum"
"Kerstersia gyiorum_DD"	"Kerstersia gyiorum"
"Kingella denitrificans"	"Kingella denitrificans"
"Kingella kingae"	"Kingella kingae"
"Kingella negevensis"	"Kingella negevensis"
"Kingella oralis"	"Kingella oralis"
"Kingella potus"	"Kingella potus"
"Kitasatospora aureofaciens"	"Kitasatospora aureofaciens"
"Kitasatospora phosalacinea"	"Kitasatospora phosalacinea"
"Klebsiella aerogenes"	"Klebsiella aerogenes"
"Klebsiella oxytoca"	"Klebsiella oxytoca"
"Klebsiella pneumoniae"	"Klebsiella pneumoniae"
"Klebsiella variicola"	"Klebsiella variicola"
"Kloeckera_apiculata[ana] (Hanseniaspora_uvarum[teleo])"	"Kloeckera_apiculata[ana] (Hanseniaspora_uvarum[teleo])"
"Kluyvera ascorbata"	"Kluyvera ascorbata"
"Kluyvera cryocrescens"	"Kluyvera cryocrescens"
"Kluyvera georgiana"	"Kluyvera georgiana"
"Kluyvera intermedia"	"Kluyvera intermedia"
"Kluyvera_sp._16-547856.1_UMCU"	"Kluyvera sp"
"Kluyveromyces aestuarii"	"Kluyveromyces aestuarii"
"Kluyveromyces dobzhanskii"	"Kluyveromyces dobzhanskii"
"Kluyveromyces lactis"	"Kluyveromyces lactis"
"Kluyveromyces nonfermentans"	"Kluyveromyces nonfermentans"
"Kluyveromyces wickerhamii"	"Kluyveromyces wickerhamii"
"Kocuria aegyptia"	"Kocuria aegyptia"
"Kocuria carniphila"	"Kocuria carniphila"
"Kocuria flava"	"Kocuria flava"
"Kocuria himachalensis"	"Kocuria himachalensis"
"Kocuria koreensis"	"Kocuria koreensis"
"Kocuria kristinae"	"Kocuria kristinae"
"Kocuria marina"	"Kocuria marina"
"Kocuria palustris"	"Kocuria palustris"
"Kocuria polaris"	"Kocuria polaris"
"Kocuria rhizophila"	"Kocuria rhizophila"
"Kocuria rosea"	"Kocuria rosea"
"Kocuria salsicia"	"Kocuria salsicia"
"Kocuria sp"	"Kocuria sp"
"Kocuria varians"	"Kocuria varians"
"Kodamaea ohmeri"	"Kodamaea ohmeri"
"Komagataeibacter intermedius"	"Komagataeibacter intermedius"
"Komagataeibacter saccharivorans"	"Komagataeibacter saccharivorans"
"Kosakonia cowanii"	"Kosakonia cowanii"
"Kosakonia radicincitans"	"Kosakonia radicincitans"
"Kurthia gibsonii"	"Kurthia gibsonii"
"Kurthia massiliensis"	"Kurthia massiliensis"
"Kurthia senegalensis"	"Kurthia senegalensis"
"Kurthia zopfii"	"Kurthia zopfii"
"Kushneria sinocarnis"	"Kushneria sinocarnis"
"Kytococcus aerolatus"	"Kytococcus aerolatus"
"Kytococcus schroeteri"	"Kytococcus schroeteri"
"Kytococcus sedentarius"	"Kytococcus sedentarius"
