"organism";"status";"record_no";"record_lnk";"link";"Current Name";"mnemonic";"Name";"Type";"Description:NL";"Aerobe";"ShortName";"parent.mnemonic";"InternalComment";"ExternalComment";"AntibiogramProperty.Mnemonic";"DefaultAppraisal.Mnemonic";"AutoReportable";"AutoAntibiogram";"DataSheet";"BillingMark";"ReportOfficially";"Disabled";"IsGroup";"TaxonomicGroup";"MaxIntervalDouble";"MaxDifferenceDouble";"MaxTotalDifference";"NosocomialInterval";"InfectionLagBeforeEnc";"CrossInfNeedsATB";"DefaultArchive.Mnemonic";"SeverityFormula.Description";"EntryTrigger.Description";"ConfirmationTrigger.Description";"ValidationTrigger.Description";"AntibiogramConfirm.Description";"DiscriminatorFunction.Description";"~MO_Description";"~RapGroupAB";"~_CrossInfNeedsATB";"~EUCAST_group"
"NULL";"NULL";"NULL";"NULL";;;"acremmspe";"Acremonium species";"Germ";"Acremonium species";"yes";"Acremonium species";"schimmel";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus delphinicola";"VP; sp. nov.; correct name";772658;;;;"actinbdel";"Actinobacillus delphinicola";"Germ";"Actinobacillus delphinicola";"yes";"Actinobacillus delphinicola";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus equuli";"AL; comb. nov.; correct name";783277;;;;"actinbequ";"Actinobacillus equuli";"Germ";"Actinobacillus equuli";"yes";"Actinobacillus equuli";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus equuli - equuli";"VP; subsp. nov.; correct name";783278;;;;"actinbequ-e";"Actinobacillus equuli - equuli";"Germ";"Actinobacillus equuli ssp. equuli";"yes";"Actinobacillus equuli - equuli";"actinbequ";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus lignieresii";"AL; sp. nov.; correct name";783282;;;;"actinblig";"Actinobacillus lignieresii";"Germ";"Actinobacillus lignieresii";"yes";"Actinobacillus lignieresii";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus pleuropneumoniae";"VP; comb. nov.; correct name";772660;;;;"actinbple";"Actinobacillus pleuropneumoniae";"Germ";"Actinobacillus pleuropneumoniae";"yes";"Actinobacillus pleuropneumoniae";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus rossii";"VP; sp. nov.; correct name";772661;;;;"actinbros";"Actinobacillus rossii";"Germ";"Actinobacillus rossii";"yes";"Actinobacillus rossii";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus seminis";"VP; sp. nov., nom. rev.; correct name";783287;;;;"actinbsem";"Actinobacillus seminis";"Germ";"Actinobacillus seminis";"yes";"Actinobacillus seminis";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus species";"AL; gen. nov.; correct name";515029;;;;"actinbspe";"Actinobacillus species";"Germ";"Actinobacillus species";"yes";"Actinobacillus species";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus suis";"AL; sp. nov.; correct name";783289;;;;"actinbsui";"Actinobacillus suis";"Germ";"Actinobacillus suis";"yes";"Actinobacillus suis";"actinbspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobacillus ureae";"VP; comb. nov.; correct name";772662;;;;"actinbure";"Actinobacillus ureae";"Germ";"Actinobacillus ureae";"yes";"Actinobacillus ureae";"pasteaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobaculum massiliense";"VL; sp. nov.; correct name";785464;;;;"actinmmas";"Actinobaculum massiliense";"Germ";"Actinobaculum massiliense";"no";"Actinobaculum massiliense";"actinmspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobaculum species";"VP; gen. nov.; correct name";515030;;;;"actinmspe";"Actinobaculum species";"Germ";"Actinobaculum species";"no";"Actinobaculum species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinobaculum suis";"VP; comb. nov.; correct name";772664;;;;"actinmsui";"Actinobaculum suis";"Germ";"Actinobaculum suis";"no";"Actinobaculum suis";"actinmspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinocorallia libanotica";"VP; comb. nov.; correct name";772676;;;;"actinalib";"Actinocorallia libanotica";"Germ";"Actinocorallia libanotica";"yes";"Actinocorallia libanotica";"actinaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinocorallia species";"VP; gen. nov.; correct name";515034;;;;"actinaspe";"Actinocorallia species";"Germ";"Actinocorallia species";"yes";"Actinocorallia species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinokineospora fastidiosa";"VP; comb. nov.; correct name";788572;;;;"actinkfas";"Actinokineospora fastidiosa";"Germ";"Actinokineospora fastidiosa";"yes";"Actinokineospora fastidiosa";"amycosspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces bovis";"AL; sp. nov.; correct name";772765;;;;"actinsbov";"Actinomyces bovis";"Germ";"Actinomyces bovis";"no";"Actinomyces bovis";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces bowdenii";"VP; sp. nov.; correct name";772766;;;;"actinsbow";"Actinomyces bowdenii";"Germ";"Actinomyces bowdenii";"no";"Actinomyces bowdenii";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces catuli";"VP; sp. nov.; correct name";772769;;;;"actinscat";"Actinomyces catuli";"Germ";"Actinomyces catuli";"no";"Actinomyces catuli";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces dentalis";"VP; sp. nov.; correct name";783300;;;;"actinsden";"Actinomyces dentalis";"Germ";"Actinomyces dentalis";"no";"Actinomyces dentalis";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces denticolens";"VL; sp. nov.; correct name";772771;;;;"actinsdent";"Actinomyces denticolens";"Germ";"Actinomyces denticolens";"no";"Actinomyces denticolens";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces gerencseriae";"VP; sp. nov.; correct name";772780;;;;"actinsger";"Actinomyces gerencseriae";"Germ";"Actinomyces gerencseriae";"no";"Actinomyces gerencseriae";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces graevenitzii";"VP; sp. nov.; correct name";772784;;;;"actinsgra";"Actinomyces graevenitzii";"Germ";"Actinomyces graevenitzii";"no";"Actinomyces graevenitzii";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces israelii";"AL; comb. nov.; correct name";772789;;;;"actinsisr";"Actinomyces israelii";"Germ";"Actinomyces israelii";"no";"Actinomyces israelii";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces naeslundii";"AL; sp. nov.; correct name";772795;;;;"actinsnae";"Actinomyces naeslundii";"Germ";"Actinomyces naeslundii";"no";"Actinomyces naeslundii";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces oris";"VP; sp. nov.; correct name";787742;;;;"actinsori";"Actinomyces oris";"Germ";"Actinomyces oris";"no";"Actinomyces oris";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces radicidentis";"VL; sp. nov.; correct name";772802;;;;"actinsrad";"Actinomyces radicidentis";"Germ";"Actinomyces radicidentis";"no";"Actinomyces radicidentis";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces ruminicola";"VP; sp. nov.; correct name";785391;;;;"actinsrum";"Actinomyces ruminicola";"Germ";"Actinomyces ruminicola";"no";"Actinomyces ruminicola";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces species";"AL; gen. nov.; correct name";515038;;;;"actinsspe";"Actinomyces species";"Germ";"Actinomyces species";"no";"Actinomyces species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces urogenitalis";"VP; sp. nov.; correct name";772811;;;;"actinsuro";"Actinomyces urogenitalis";"Germ";"Actinomyces urogenitalis";"no";"Actinsuro";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces viscosus";"AL; comb. nov.; correct name";772815;;;;"actinsvis";"Actinomyces viscosus";"Germ";"Actinomyces viscosus";"no";"Actinomyces viscosus";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinomyces weissii";"VP; sp. nov.; correct name";790073;;;;"actinswei";"Actinomyces weissii";"Germ";"Actinomyces weissii";"no";"Actinomyces weissii";"actinsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinotignum sanguinis";"VP; sp. nov.; correct name";792538;;;;"actingsan";"Actinotignum sanguinis";"Germ";"Actinotignum sanguinis";"no";"Actinotignum sanguinis";"actingspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinotignum schaalii";"VP; comb. nov.; correct name";792534;;;;"actingsch";"Actinotignum schaalii";"Germ";"Actinotignum schaalii";"no";"Actinotignum schaalii";"actingspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinotignum species";"VP; gen. nov.; correct name";518671;;;;"actingspe";"Actinotignum species";"Germ";"Actinotignum species";"no";"Actinotignum species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Actinotignum urinale";"VP; comb. nov.; correct name";792535;;;;"actinguri";"Actinotignum urinale";"Germ";"Actinotignum urinale";"no";"Actinotignum urinale";"actinmspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"HCoV_OC43";"humaan coronavirus OC43";"Virus";"humaan coronavirus OC43";"?";"humaan coronavirus OC43";"virus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"adeno-1";"adenovirus 1";"Virus";"adenovirus 1";"?";"adenovirus 1";"virus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"adeno-2";"adenovirus 2";"Virus";"adenovirus 2";"?";"adenovirus 2";"virus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"adeno-3";"adenovirus 3";"Virus";"adenovirus 3";"?";"adenovirus 3";"virus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"adeno-5";"adenovirus 5";"Virus";"adenovirus 5";"?";"adenovirus 5";"virus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"adeno-7";"adenovirus 7";"Virus";"adenovirus 7";"?";"adenovirus 7";"virus";"?";"?";"?";"?";"Yes";"no";"?";"?";"yes";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"NULL";"NULL";"NULL";"NULL";;;"Sars-CoV-2";"severe acute respiratory syndrome coronavirus 2 ";"Virus";"severe acute respiratory syndrome coronavirus 2 ";"?";"severe acute respiratory syndrome coronavirus 2 ";"virus";"?";"?";"?";"?";"No";"no";"?";"?";"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Adlercreutzia equolifaciens";"VP; sp. nov.; correct name";786546;;;;"adleraequ";"Adlercreutzia equolifaciens";"Germ";"Adlercreutzia equolifaciens";"no";"Adlercreutzia equolifaciens";"adleraspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Adlercreutzia species";"VP; gen. nov.; correct name";517620;;;;"adleraspe";"Adlercreutzia species";"Germ";"Adlercreutzia species";"no";"Adlercreutzia species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Advenella incenata";"VP; sp. nov.; correct name";783323;;;;"advenainc";"Advenella incenata";"Germ";"Advenella incenata";"?";"Advenella incenata";"advenaspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Advenella kashmirensis";"VP; comb. nov.; correct name";788036;;;;"advenakas";"Advenella kashmirensis";"Germ";"Advenella kashmirensis";"?";"Advenella kashmirensis";"tetrarspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Advenella species";"VP; gen. nov.; correct name";517165;;;;"advenaspe";"Advenella species";"Germ";"Advenella species";"?";"Advenella species";"gramnegstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aerococcus christensenii";"VP; sp. nov.; correct name";772877;;;;"aerocschr";"Aerococcus christensenii";"Germ";"Aerococcus christensenii";"yes";"Aerococcus christensenii";"aerocsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aerococcus sanguinicola";"VP; sp. nov.; correct name";772879;;;;"aerocssan";"Aerococcus sanguinicola";"Germ";"Aerococcus sanguinicola";"yes";"Aerococcus sanguinicola";"aerocsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aerococcus species";"AL; gen. nov.; correct name";515050;;;;"aerocsspe";"Aerococcus species";"Germ";"Aerococcus species";"yes";"Aerococcus species";"gramposcoc";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aerococcus urinae";"VL; sp. nov.; correct name";772880;;;;"aerocsuri";"Aerococcus urinae";"Germ";"Aerococcus urinae";"yes";"Aerococcus urinae";"aerocsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aerococcus urinaehominis";"VP; sp. nov.; correct name";772882;;;;"aerocsurih";"Aerococcus urinaehominis";"Germ";"Aerococcus urinaehominis";"yes";"Aerococcus urinaehominis";"aerocsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aerococcus viridans";"AL; sp. nov.; correct name";772883;;;;"aerocsvir";"Aerococcus viridans";"Germ";"Aerococcus viridans";"yes";"Aerococcus viridans";"aerocsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromicrobium flavum";"VP; sp. nov.; correct name";786346;;;;"aerommfla";"Aeromicrobium flavum";"Germ";"Aeromicrobium flavum";"yes";"Aeromicrobium flavum";"aerommspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromicrobium species";"VP; gen. nov.; correct name";515051;;;;"aerommspe";"Aeromicrobium species";"Germ";"Aeromicrobium species";"yes";"Aeromicrobium species";"gramposstaaf";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas bestiarum";"VL; sp. nov.; correct name";772894;;;;"aeromsbes";"Aeromonas bestiarum";"Germ";"Aeromonas species (waarschijnlijk A. bestiarum)";"yes";"Aeromonas bestiarum";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas caviae";"VL; comb. nov.; correct name";772895;;;;"aeromscav";"Aeromonas caviae";"Germ";"Aeromonas species (waarschijnlijk A. caviae)";"yes";"Aeromonas caviae";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas encheleia";"VP; sp. nov.; correct name";772897;;;;"aeromsenc";"Aeromonas encheleia";"Germ";"Aeromonas species (waarschijnlijk A. encheleia)";"yes";"Aeromonas encheleia";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas enteropelogenes";"VL; sp. nov.; correct name";772898;;;;"aeromsent";"Aeromonas enteropelogenes";"Germ";"Aeromonas species (waarschijnlijk A. enteropelogenes)";"yes";"Aeromonas enteropelogenes";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas eucrenophila";"VL; sp. nov.; correct name";772899;;;;"aeromseuc";"Aeromonas eucrenophila";"Germ";"Aeromonas species (waarschijnlijk A. eucrenophila)";"yes";"Aeromonas eucrenophila";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas hydrophila";"AL; comb. nov.; correct name";772900;;;;"aeromshyd";"Aeromonas hydrophila";"Germ";"Aeromonas species (waarschijnlijk A. hydrophila)";"yes";"Aeromonas hydrophila";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas hydrophila - hydrophila";"AL; subsp. nov.; correct name";772903;;;;"aeromshyd-h";"Aeromonas hydrophila - hydrophila";"Germ";"Aeromonas species (waarschijnlijk A. hydrophyla ssp hydrophila)";"yes";"Aeromonas hydrophila - hydrophila";"aeromshyd";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas hydrophila - ranae";"VP; subsp. nov.; correct name";772905;;;;"aeromshyd-r";"Aeromonas hydrophila - ranae";"Germ";"Aeromonas species (waarschijnlijk A. hydrophila ssp. ranae)";"yes";"Aeromonas hydrophila - ranae";"aeromshyd";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas ichthiosmia";"VL; sp. nov.; correct name";772906;;;;"aeromsich";"Aeromonas ichthiosmia";"Germ";"Aeromonas species (waarschijnlijk A. ichthiosmia)";"yes";"Aeromonas ichthiosmia";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas jandaei";"VL; sp. nov.; correct name";772907;;;;"aeromsjan";"Aeromonas jandaei";"Germ";"Aeromonas species (waarschijnlijk A. jandaei)";"yes";"Aeromonas jandaei";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas media";"VP; sp. nov.; correct name";772908;;;;"aeromsmed";"Aeromonas media";"Germ";"Aeromonas species (waarschijnlijk A. media)";"yes";"Aeromonas media";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas molluscorum";"VP; sp. nov.; correct name";772909;;;;"aeromsmol";"Aeromonas molluscorum";"Germ";"Aeromonas species (waarschijnlijk A. molluscorum)";"yes";"Aeromonas molluscorum";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas popoffii";"VP; sp. nov.; correct name";783327;;;;"aeromspop";"Aeromonas popoffii";"Germ";"Aeromonas species (waarschijnlijk A. popoffii)";"yes";"Aeromonas popoffii";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas salmonicida";"AL; comb. nov.; correct name";772913;;;;"aeromssal";"Aeromonas salmonicida";"Germ";"Aeromonas species (waarschijnlijk A. salmonicida)";"yes";"Aeromonas salmonicida";"aeromsspe";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"Aeromonas salmonicida - masoucida";"AL; subsp. nov.; correct name";783330;;;;"aeromssal-m";"Aeromonas salmonicida - masoucida";"Germ";"Aeromonas species (waarschijnlijk A. salmonicida ssp. masoucida)";"yes";"Aeromonas salmonicida - masoucida";"aeromssal";"?";"?";"Antibiogram";"?";"Yes";"no";"?";1;"no";"no";"no";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
